Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,Player_URL
CR Ervine (ZIM),2010-2019,93,90,11,2571,130*,32.54,3406,75.48,3,15,7,http://stats.espncricinfo.com/ci/content/player/55412.html
AC Hudson (SA),1991-1997,89,88,1,2559,161,29.41,3960,64.62,2,18,6,http://stats.espncricinfo.com/ci/content/player/45458.html
TWM Latham (NZ),2012-2019,95,88,9,2550,137,32.27,3096,82.36,4,15,7,http://stats.espncricinfo.com/ci/content/player/388802.html
VG Kambli (INDIA),1991-2000,104,97,21,2477,106,32.59,3443,71.94,2,14,4,http://stats.espncricinfo.com/ci/content/player/30009.html
KA Pollard (WI),2007-2020,110,101,8,2438,119,26.21,2580,94.49,3,10,13,http://stats.espncricinfo.com/ci/content/player/230559.html
Imrul Kayes (BDESH),2008-2018,78,78,2,2434,144,32.02,3423,71.1,4,16,2,http://stats.espncricinfo.com/ci/content/player/280734.html
JDP Oram (NZ),2001-2012,160,116,15,2434,101*,24.09,2810,86.61,1,13,8,http://stats.espncricinfo.com/ci/content/player/38062.html
TM Odoyo (Afr/KENYA),1996-2014,136,119,16,2420,111*,23.49,3438,70.38,1,8,13,http://stats.espncricinfo.com/ci/content/player/24705.html
AD Hales (ENG),2014-2019,70,67,3,2419,171,37.79,2527,95.72,6,14,5,http://stats.espncricinfo.com/ci/content/player/249866.html
RA Smith (ENG),1988-1996,71,70,8,2419,167*,39.01,3473,69.65,4,15,4,http://stats.espncricinfo.com/ci/content/player/20263.html
L Vincent (NZ),2001-2007,102,99,10,2413,172,27.11,3453,69.88,3,11,8,http://stats.espncricinfo.com/ci/content/player/38714.html
KJ Coetzer (SCOT),2008-2019,59,57,2,2409,156,43.8,2795,86.18,4,17,5,http://stats.espncricinfo.com/ci/content/player/25446.html
CJ Chibhabha (ZIM),2005-2018,103,103,2,2389,99,23.65,3784,63.13,0,16,7,http://stats.espncricinfo.com/ci/content/player/55354.html
GP Thorpe (ENG),1993-2002,82,77,13,2380,89,37.18,3344,71.17,0,21,3,http://stats.espncricinfo.com/ci/content/player/21537.html
Rahmat Shah (AFG),2013-2019,73,69,2,2359,114,35.2,3366,70.08,4,16,3,http://stats.espncricinfo.com/ci/content/player/533956.html
Asghar Afghan (AFG),2009-2019,111,105,9,2356,101,24.54,3531,66.72,1,12,7,http://stats.espncricinfo.com/ci/content/player/320652.html
VVS Laxman (INDIA),1998-2006,86,83,7,2338,131,30.76,3282,71.23,6,10,3,http://stats.espncricinfo.com/ci/content/player/30750.html
RR Singh (INDIA),1989-2001,136,113,23,2336,100,25.95,3144,74.3,1,9,5,http://stats.espncricinfo.com/ci/content/player/34059.html
N Hussain (ENG),1989-2003,88,87,10,2332,115,30.28,3481,66.99,1,16,6,http://stats.espncricinfo.com/ci/content/player/14325.html
GS Chappell (AUS),1971-1983,74,72,14,2331,138*,40.18,3079,75.7,3,14,7,http://stats.espncricinfo.com/ci/content/player/4558.html
Sarfaraz Ahmed (PAK),2007-2019,116,90,22,2302,105,33.85,2622,87.79,2,11,1,http://stats.espncricinfo.com/ci/content/player/227760.html
SL Campbell (WI),1994-2001,90,87,0,2283,105,26.24,3853,59.25,2,14,9,http://stats.espncricinfo.com/ci/content/player/51462.html
DL Vettori (ICC/NZ),1997-2015,295,187,57,2253,83,17.33,2715,82.98,0,4,23,http://stats.espncricinfo.com/ci/content/player/38710.html
RA Jadeja (INDIA),2009-2020,162,108,37,2233,87,31.45,2591,86.18,0,11,6,http://stats.espncricinfo.com/ci/content/player/234675.html
S Matsikenyeri (ZIM),2002-2015,113,110,9,2224,90,22.01,3072,72.39,0,13,8,http://stats.espncricinfo.com/ci/content/player/55612.html
GM Wood (AUS),1978-1989,83,77,11,2219,114*,33.62,3725,59.57,3,11,4,http://stats.espncricinfo.com/ci/content/player/8251.html
NLTC Perera (SL),2009-2019,161,128,16,2210,140,19.73,1979,111.67,1,10,11,http://stats.espncricinfo.com/ci/content/player/233514.html
MJ Greatbatch (NZ),1988-1996,84,83,5,2206,111,28.28,3099,71.18,2,13,7,http://stats.espncricinfo.com/ci/content/player/37105.html
JC Adams (WI),1992-2001,127,105,28,2204,82,28.62,3614,60.98,0,14,7,http://stats.espncricinfo.com/ci/content/player/51100.html
Shahriar Nafees (BDESH),2005-2011,75,75,5,2201,123*,31.44,3167,69.49,4,13,11,http://stats.espncricinfo.com/ci/content/player/56153.html
D Ramdin (WI),2005-2016,139,110,22,2200,169,25,2738,80.35,2,8,4,http://stats.espncricinfo.com/ci/content/player/52917.html
CS MacLeod (SCOT),2008-2019,66,64,6,2175,175,37.5,2623,82.92,8,8,8,http://stats.espncricinfo.com/ci/content/player/232435.html
Habibul Bashar (BDESH),1995-2007,111,105,5,2168,78,21.68,3586,60.45,0,14,18,http://stats.espncricinfo.com/ci/content/player/55906.html
IT Botham (ENG),1976-1992,116,106,15,2113,79,23.21,2671,79.1,0,9,6,http://stats.espncricinfo.com/ci/content/player/9163.html
MW Gatting (ENG),1977-1993,92,88,17,2095,115*,29.5,2968,70.58,1,9,4,http://stats.espncricinfo.com/ci/content/player/13340.html
NH Fairbrother (ENG),1987-1999,75,71,18,2092,113,39.47,2903,72.06,1,16,2,http://stats.espncricinfo.com/ci/content/player/12803.html
RL Powell (WI),1999-2005,109,100,16,2085,124,24.82,2157,96.66,1,8,8,http://stats.espncricinfo.com/ci/content/player/52681.html
CL White (AUS),2005-2018,91,77,16,2072,105,33.96,2586,80.12,2,11,4,http://stats.espncricinfo.com/ci/content/player/8291.html
GC Wilson (IRE),2007-2019,105,99,12,2072,113,23.81,2880,71.94,1,12,6,http://stats.espncricinfo.com/ci/content/player/24609.html
CO Obuya (KENYA),2001-2014,104,89,9,2044,98*,25.55,2981,68.56,0,11,6,http://stats.espncricinfo.com/ci/content/player/24752.html
Yasir Hameed (PAK),2003-2007,56,56,1,2028,127*,36.87,3029,66.95,3,12,2,http://stats.espncricinfo.com/ci/content/player/43656.html
WPUJC Vaas (Asia/SL),1994-2008,322,220,72,2025,50*,13.68,2796,72.42,0,1,25,http://stats.espncricinfo.com/ci/content/player/50804.html
KO Otieno (KENYA),1996-2009,90,87,1,2016,144,23.44,3561,56.61,2,12,12,http://stats.espncricinfo.com/ci/content/player/24714.html
SV Manjrekar (INDIA),1988-1996,74,70,10,1994,105,33.23,3101,64.3,1,15,3,http://stats.espncricinfo.com/ci/content/player/30934.html
MP Vaughan (ENG),2001-2007,86,83,10,1982,90*,27.15,2898,68.39,0,16,9,http://stats.espncricinfo.com/ci/content/player/22182.html
CH Lloyd (WI),1973-1985,87,69,19,1977,102,39.54,2434,81.22,1,11,1,http://stats.espncricinfo.com/ci/content/player/52345.html
GD Elliott (NZ),2008-2016,83,69,11,1976,115,34.06,2416,81.78,2,11,6,http://stats.espncricinfo.com/ci/content/player/44956.html
BKG Mendis (SL),2016-2019,73,71,3,1973,102,29.01,2367,83.35,1,16,10,http://stats.espncricinfo.com/ci/content/player/629074.html
KJ Hughes (AUS),1977-1985,97,88,6,1968,98,24,2919,67.42,0,17,12,http://stats.espncricinfo.com/ci/content/player/5724.html
A Bagai (CAN),2003-2013,62,60,8,1964,137*,37.76,2995,65.57,2,16,2,http://stats.espncricinfo.com/ci/content/player/23797.html
Fakhar Zaman (PAK),2017-2019,46,46,4,1958,210*,46.61,2056,95.23,4,13,5,http://stats.espncricinfo.com/ci/content/player/512191.html
LMP Simmons (WI),2006-2015,68,65,3,1958,122,31.58,2680,73.05,2,16,9,http://stats.espncricinfo.com/ci/content/player/53116.html
Aftab Ahmed (BDESH),2004-2010,85,85,6,1954,92,24.73,2353,83.04,0,14,8,http://stats.espncricinfo.com/ci/content/player/56266.html
PJL Dujon (WI),1981-1991,169,120,36,1945,82*,23.15,2881,67.51,0,6,8,http://stats.espncricinfo.com/ci/content/player/51657.html
M Amarnath (INDIA),1975-1989,85,75,12,1924,102*,30.53,3334,57.7,2,13,2,http://stats.espncricinfo.com/ci/content/player/26225.html
A Balbirnie (IRE),2010-2020,67,64,4,1910,145*,31.83,2530,75.49,5,9,4,http://stats.espncricinfo.com/ci/content/player/303423.html
KLT Arthurton (WI),1988-1999,105,93,20,1904,84,26.08,2822,67.46,0,9,12,http://stats.espncricinfo.com/ci/content/player/51110.html
Imran Nazir (PAK),1999-2009,79,79,2,1895,160,24.61,2339,81.01,2,9,10,http://stats.espncricinfo.com/ci/content/player/40563.html
RD Berrington (SCOT),2008-2019,78,73,6,1882,101*,28.08,2535,74.24,1,13,3,http://stats.espncricinfo.com/ci/content/player/25490.html
Mohsin Khan (PAK),1977-1986,75,75,5,1877,117*,26.81,3373,55.64,2,8,3,http://stats.espncricinfo.com/ci/content/player/41303.html
JV Coney (NZ),1979-1987,88,80,19,1874,66*,30.72,2885,64.95,0,8,1,http://stats.espncricinfo.com/ci/content/player/36609.html
DJG Sammy (WI),2004-2015,126,105,30,1871,89,24.94,1870,100.05,0,9,4,http://stats.espncricinfo.com/ci/content/player/53115.html
RD Jacobs (WI),1996-2004,147,112,32,1865,80*,23.31,2662,70.06,0,9,11,http://stats.espncricinfo.com/ci/content/player/52199.html
M Prabhakar (INDIA),1984-1996,130,98,21,1858,106,24.12,3083,60.26,2,11,8,http://stats.espncricinfo.com/ci/content/player/32323.html
Azhar Ali (PAK),2011-2018,53,53,3,1845,102,36.9,2478,74.45,3,12,3,http://stats.espncricinfo.com/ci/content/player/39037.html
OA Shah (ENG),2001-2009,71,66,6,1834,107*,30.56,2331,78.67,1,12,6,http://stats.espncricinfo.com/ci/content/player/20123.html
MW Goodwin (ZIM),1998-2000,71,70,3,1818,112*,27.13,2654,68.5,2,8,1,http://stats.espncricinfo.com/ci/content/player/55456.html
Khaled Mashud (BDESH),1995-2006,126,110,27,1818,71*,21.9,3315,54.84,0,7,8,http://stats.espncricinfo.com/ci/content/player/55954.html
BA Edgar (NZ),1978-1986,64,64,5,1814,102*,30.74,3685,49.22,1,10,3,http://stats.espncricinfo.com/ci/content/player/36951.html
Samiullah Shinwari (AFG),2009-2019,84,74,12,1811,96,29.2,2765,65.49,0,11,1,http://stats.espncricinfo.com/ci/content/player/318339.html
JO Holder (WI),2013-2019,112,89,19,1798,99*,25.68,1907,94.28,0,9,9,http://stats.espncricinfo.com/ci/content/player/391485.html
DJ Hussey (AUS),2008-2013,69,61,6,1796,111,32.65,1980,90.7,1,14,4,http://stats.espncricinfo.com/ci/content/player/5766.html
MA Atherton (ENG),1990-1998,54,54,3,1791,127,35.11,3054,58.64,2,12,4,http://stats.espncricinfo.com/ci/content/player/8579.html
Mashrafe Mortaza (Asia/BDESH),2001-2019,217,156,27,1786,51*,13.84,2037,87.67,0,1,15,http://stats.espncricinfo.com/ci/content/player/56007.html
MS Wade (AUS),2012-2017,94,80,11,1777,100*,25.75,2164,82.11,1,10,5,http://stats.espncricinfo.com/ci/content/player/230193.html
MM Ali (ENG),2014-2019,101,82,13,1766,128,25.59,1697,104.06,3,5,5,http://stats.espncricinfo.com/ci/content/player/8917.html
IA Healy (AUS),1988-1997,168,120,36,1764,56,21,2104,83.84,0,4,9,http://stats.espncricinfo.com/ci/content/player/5628.html
KD Karthik (INDIA),2004-2019,94,79,21,1752,79,30.2,2392,73.24,0,9,6,http://stats.espncricinfo.com/ci/content/player/30045.html
Sir RJ Hadlee (NZ),1973-1990,115,98,17,1751,79,21.61,2319,75.5,0,4,4,http://stats.espncricinfo.com/ci/content/player/37224.html
Soumya Sarkar (BDESH),2014-2019,55,54,3,1728,127*,33.88,1753,98.57,2,11,5,http://stats.espncricinfo.com/ci/content/player/436677.html
Imam-ul-Haq (PAK),2017-2019,37,37,5,1723,151,53.84,2141,80.47,7,6,2,http://stats.espncricinfo.com/ci/content/player/568276.html
Imran Farhat (PAK),2001-2013,58,58,2,1719,107,30.69,2489,69.06,1,13,3,http://stats.espncricinfo.com/ci/content/player/40582.html
CB Wishart (ZIM),1996-2005,90,82,8,1719,172*,23.22,2436,70.56,2,5,8,http://stats.espncricinfo.com/ci/content/player/55854.html
Rashid Latif (PAK),1992-2003,166,117,29,1709,79,19.42,2237,76.39,0,3,8,http://stats.espncricinfo.com/ci/content/player/42423.html
DA Gunawardene (SL),1998-2006,61,61,1,1708,132,28.46,2389,71.49,1,12,5,http://stats.espncricinfo.com/ci/content/player/49010.html
AT Rayudu (INDIA),2013-2019,55,50,14,1694,124*,47.05,2143,79.04,3,10,3,http://stats.espncricinfo.com/ci/content/player/33141.html
ND McKenzie (SA),2000-2009,64,55,10,1688,131*,37.51,2432,69.4,2,10,2,http://stats.espncricinfo.com/ci/content/player/46208.html
NC Johnson (ZIM),1998-2000,48,48,2,1679,132*,36.5,2389,70.28,4,11,2,http://stats.espncricinfo.com/ci/content/player/55528.html
BA Young (NZ),1990-1999,74,73,5,1668,74,24.52,2733,61.03,0,9,5,http://stats.espncricinfo.com/ci/content/player/38929.html
UDU Chandana (SL),1994-2007,147,111,17,1627,89,17.3,2229,72.99,0,5,8,http://stats.espncricinfo.com/ci/content/player/48369.html
CK Kapugedera (SL),2006-2017,102,84,7,1624,95,21.09,2254,72.04,0,8,7,http://stats.espncricinfo.com/ci/content/player/209457.html
Haris Sohail (PAK),2013-2019,41,40,5,1614,130,46.11,1895,85.17,2,13,1,http://stats.espncricinfo.com/ci/content/player/318788.html
E Lewis (WI),2016-2020,51,48,3,1610,176*,35.77,1919,83.89,3,8,2,http://stats.espncricinfo.com/ci/content/player/431901.html
GM Turner (NZ),1973-1983,41,40,6,1598,171*,47,2348,68.05,3,9,1,http://stats.espncricinfo.com/ci/content/player/38622.html
LPC Silva (SL),1999-2011,75,62,7,1587,107*,28.85,2254,70.4,1,13,6,http://stats.espncricinfo.com/ci/content/player/50431.html
Najibullah Zadran (AFG),2012-2019,67,62,9,1586,104*,29.92,1765,89.85,1,11,3,http://stats.espncricinfo.com/ci/content/player/524049.html
SC Williams (WI),1994-1999,57,55,6,1586,105*,32.36,2402,66.02,1,12,6,http://stats.espncricinfo.com/ci/content/player/53234.html
Saleem Elahi (PAK),1995-2004,48,47,4,1579,135,36.72,2214,71.31,4,9,3,http://stats.espncricinfo.com/ci/content/player/42620.html
RL Dias (SL),1979-1987,58,55,5,1573,121,31.46,2315,67.94,2,11,3,http://stats.espncricinfo.com/ci/content/player/48470.html
N Dickwella (SL),2014-2019,52,49,1,1571,116,32.72,1679,93.56,2,9,1,http://stats.espncricinfo.com/ci/content/player/429754.html
DR Smith (WI),2004-2015,105,89,5,1560,97,18.57,1683,92.69,0,8,14,http://stats.espncricinfo.com/ci/content/player/53118.html
UT Khawaja (AUS),2013-2019,40,39,2,1554,104,42,1848,84.09,2,12,2,http://stats.espncricinfo.com/ci/content/player/215155.html
IK Pathan (INDIA),2004-2012,120,87,21,1544,83,23.39,1941,79.54,0,5,7,http://stats.espncricinfo.com/ci/content/player/32685.html
RN ten Doeschate (NL),2006-2011,33,32,9,1541,119,67,1757,87.7,5,9,1,http://stats.espncricinfo.com/ci/content/player/47660.html
DL Houghton (ZIM),1983-1997,63,60,2,1530,142,26.37,2155,70.99,1,12,5,http://stats.espncricinfo.com/ci/content/player/55497.html
LRD Mendis (SL),1975-1989,79,74,9,1527,80,23.49,2034,75.07,0,7,4,http://stats.espncricinfo.com/ci/content/player/49629.html
Azhar Mahmood (PAK),1996-2007,143,110,26,1521,67,18.1,1988,76.5,0,3,9,http://stats.espncricinfo.com/ci/content/player/39024.html
RS Morton (WI),2002-2010,56,51,6,1519,110*,33.75,2289,66.36,2,10,7,http://stats.espncricinfo.com/ci/content/player/52445.html
JJ Crowe (NZ),1983-1990,75,71,12,1518,88*,25.72,2456,61.8,0,7,6,http://stats.espncricinfo.com/ci/content/player/36620.html
JM Kemp (Afr/SA),2001-2007,85,66,18,1512,100*,31.5,1819,83.12,1,10,6,http://stats.espncricinfo.com/ci/content/player/45797.html
RD Shah (KENYA),1998-2007,56,55,1,1506,113,27.88,2298,65.53,1,12,5,http://stats.espncricinfo.com/ci/content/player/24719.html
MA Ouma (KENYA),2004-2014,80,77,5,1501,61,20.84,2525,59.44,0,7,6,http://stats.espncricinfo.com/ci/content/player/24750.html
HJH Marshall (NZ),2003-2007,66,62,9,1454,101*,27.43,1990,73.06,1,12,3,http://stats.espncricinfo.com/ci/content/player/37696.html
DD Ebrahim (ZIM),2001-2005,82,76,6,1443,121,20.61,2540,56.81,1,4,8,http://stats.espncricinfo.com/ci/content/player/55416.html
SO Hetmyer (WI),2017-2020,45,42,3,1430,139,36.66,1338,106.87,5,4,2,http://stats.espncricinfo.com/ci/content/player/670025.html
MR Marsh (AUS),2011-2018,53,49,9,1428,102*,35.7,1534,93.08,1,11,4,http://stats.espncricinfo.com/ci/content/player/272450.html
Nasir Jamshed (PAK),2008-2015,48,48,3,1418,112,31.51,1881,75.38,3,8,5,http://stats.espncricinfo.com/ci/content/player/42321.html
HA Gomes (WI),1978-1987,83,64,15,1415,101,28.87,2578,54.88,1,6,5,http://stats.espncricinfo.com/ci/content/player/51891.html
N Boje (Afr/SA),1995-2005,115,71,18,1414,129,26.67,1594,88.7,2,4,2,http://stats.espncricinfo.com/ci/content/player/44091.html
MO Odumbe (KENYA),1996-2003,61,59,5,1409,83,26.09,2014,69.96,0,11,6,http://stats.espncricinfo.com/ci/content/player/24708.html
P Utseya (ZIM),2004-2015,164,132,48,1406,68*,16.73,2410,58.34,0,4,16,http://stats.espncricinfo.com/ci/content/player/55820.html
L Ronchi (AUS/NZ),2008-2017,85,68,9,1397,170*,23.67,1220,114.5,1,4,7,http://stats.espncricinfo.com/ci/content/player/7502.html
GP Howarth (NZ),1975-1985,70,65,5,1384,76,23.06,2301,60.14,0,6,1,http://stats.espncricinfo.com/ci/content/player/37254.html
JD Ryder (NZ),2008-2014,48,42,1,1362,107,33.21,1429,95.31,3,6,5,http://stats.espncricinfo.com/ci/content/player/38373.html
BC Broad (ENG),1987-1988,34,34,0,1361,106,40.02,2447,55.61,1,11,2,http://stats.espncricinfo.com/ci/content/player/9230.html
DO Obuya (KENYA),2001-2012,74,73,3,1355,93,19.35,2135,63.46,0,6,10,http://stats.espncricinfo.com/ci/content/player/24760.html
KM Jadhav (INDIA),2014-2019,71,50,18,1354,120,42.31,1325,102.18,2,6,2,http://stats.espncricinfo.com/ci/content/player/290716.html
Asad Shafiq (PAK),2010-2017,60,58,4,1336,84,24.74,1979,67.5,0,9,5,http://stats.espncricinfo.com/ci/content/player/316397.html
PG Fulton (NZ),2004-2009,49,46,5,1334,112,32.53,1833,72.77,1,8,2,http://stats.espncricinfo.com/ci/content/player/37091.html
Sabbir Rahman (BDESH),2014-2019,66,59,7,1333,102,25.63,1461,91.23,1,6,5,http://stats.espncricinfo.com/ci/content/player/373538.html
KMDN Kulasekara (SL),2003-2017,184,123,37,1327,73,15.43,1629,81.46,0,4,13,http://stats.espncricinfo.com/ci/content/player/49535.html
JR Hopes (AUS),2005-2010,84,61,8,1326,63*,25.01,1415,93.71,0,3,1,http://stats.espncricinfo.com/ci/content/player/5702.html
SM Katich (AUS),2001-2006,45,42,5,1324,107*,35.78,1926,68.74,1,9,3,http://stats.espncricinfo.com/ci/content/player/6128.html
Javed Omar (BDESH),1995-2007,59,59,4,1312,85*,23.85,2528,51.89,0,10,2,http://stats.espncricinfo.com/ci/content/player/55935.html
Raqibul Hasan (BDESH),2008-2011,55,54,7,1308,89,27.82,2133,61.32,0,8,6,http://stats.espncricinfo.com/ci/content/player/56093.html
AA Obanda (KENYA),2007-2014,49,45,2,1306,96*,30.37,1764,74.03,0,9,2,http://stats.espncricinfo.com/ci/content/player/291844.html
MS Sinclair (NZ),2000-2009,54,50,4,1304,118*,28.34,2086,62.51,2,8,8,http://stats.espncricinfo.com/ci/content/player/38393.html
PN Kirsten (SA),1991-1994,40,40,6,1293,97,38.02,2308,56.02,0,9,0,http://stats.espncricinfo.com/ci/content/player/45815.html
J Charles (WI),2012-2016,48,48,0,1283,130,26.72,1531,83.8,2,4,7,http://stats.espncricinfo.com/ci/content/player/333066.html
MJ Prior (ENG),2004-2011,68,62,9,1282,87,24.18,1670,76.76,0,3,5,http://stats.espncricinfo.com/ci/content/player/18675.html
Nasir Hossain (BDESH),2011-2018,65,52,8,1281,100,29.11,1605,79.81,1,6,4,http://stats.espncricinfo.com/ci/content/player/300618.html
TM Head (AUS),2016-2018,42,39,2,1273,128,34.4,1414,90.02,1,10,1,http://stats.espncricinfo.com/ci/content/player/530011.html
NR Mongia (INDIA),1994-2000,140,96,33,1272,69,20.19,1846,68.9,0,2,4,http://stats.espncricinfo.com/ci/content/player/31036.html
C Munro (NZ),2013-2019,57,53,2,1271,87,24.92,1214,104.69,0,8,7,http://stats.espncricinfo.com/ci/content/player/232359.html
JEC Franklin (NZ),2001-2013,110,80,27,1270,98*,23.96,1651,76.92,0,4,5,http://stats.espncricinfo.com/ci/content/player/37004.html
AB Agarkar (INDIA),1998-2007,191,113,26,1269,95,14.58,1574,80.62,0,3,10,http://stats.espncricinfo.com/ci/content/player/26184.html
Shoaib Mohammad (PAK),1984-1993,63,58,6,1269,126*,24.4,2492,50.92,1,8,8,http://stats.espncricinfo.com/ci/content/player/42658.html
Basit Ali (PAK),1993-1996,50,43,6,1265,127*,34.18,1669,75.79,1,9,3,http://stats.espncricinfo.com/ci/content/player/39954.html
MN Waller (ZIM),2009-2018,79,72,6,1259,99*,19.07,1639,76.81,0,5,10,http://stats.espncricinfo.com/ci/content/player/55872.html
MD Gunathilaka (SL),2015-2019,38,37,1,1249,133,34.69,1454,85.9,2,8,1,http://stats.espncricinfo.com/ci/content/player/345821.html
JDS Neesham (NZ),2013-2019,59,50,10,1247,97*,31.17,1260,98.96,0,6,2,http://stats.espncricinfo.com/ci/content/player/355269.html
SP O'Donnell (AUS),1985-1991,87,64,15,1242,74*,25.34,1534,80.96,0,9,5,http://stats.espncricinfo.com/ci/content/player/6995.html
RR Rossouw (SA),2014-2016,36,35,3,1239,132,38.71,1313,94.36,3,7,5,http://stats.espncricinfo.com/ci/content/player/318845.html
Harbhajan Singh (Asia/INDIA),1998-2015,236,128,35,1237,49,13.3,1526,81.06,0,0,17,http://stats.espncricinfo.com/ci/content/player/29264.html
SG Law (AUS),1994-1999,54,51,5,1237,110,26.89,1643,75.28,1,7,3,http://stats.espncricinfo.com/ci/content/player/6274.html
Alok Kapali (BDESH),2002-2011,69,66,3,1235,115,19.6,1817,67.96,1,5,5,http://stats.espncricinfo.com/ci/content/player/56251.html
GM Hamilton (SCOT),1999-2010,38,38,3,1231,119,35.17,1847,66.64,2,7,1,http://stats.espncricinfo.com/ci/content/player/14020.html
D Mongia (INDIA),2001-2007,57,51,7,1230,159*,27.95,1721,71.47,1,4,4,http://stats.espncricinfo.com/ci/content/player/31034.html
